


Constant Name   Base Length     Height          Calculated Pi        Pi Difference        Calculated GR        GR Difference       
π               0.0857          0.0545          3.1415265580         0.0000660956         1.6190142539         0.0009802651        
π               0.0614          0.0391          3.1416587811         0.0000661275         1.6189721102         0.0009381214        
π               0.0951          0.0606          3.1416588233         0.0000661697         1.6189720967         0.0009381080        
π               0.0688          0.0438          3.1415264492         0.0000662044         1.6190142886         0.0009802998        
π               0.0802          0.0510          3.1416589916         0.0000663380         1.6189720431         0.0009380544        
π               0.0958          0.0610          3.1415262994         0.0000663542         1.6190143363         0.0009803476        
π               0.0519          0.0331          3.1415262696         0.0000663840         1.6190143458         0.0009803571        
π               0.0465          0.0296          3.1416590579         0.0000664043         1.6189720220         0.0009380332        
π               0.0989          0.0630          3.1416591223         0.0000664687         1.6189720014         0.0009380127        
π               0.0789          0.0502          3.1415261492         0.0000665044         1.6190143842         0.0009803955        
π               0.0652          0.0415          3.1416592371         0.0000665835         1.6189719649         0.0009379761        
π               0.0839          0.0534          3.1416593363         0.0000666828         1.6189719332         0.0009379445        
π               0.0620          0.0395          3.1415259173         0.0000667363         1.6190144581         0.0009804694        
π               0.0351          0.0223          3.1415259173         0.0000667363         1.6190144581         0.0009804694        
π               0.0081          0.0052          3.1415259173         0.0000667363         1.6190144581         0.0009804694        
π               0.0890          0.0567          3.1415259173         0.0000667363         1.6190144581         0.0009804694        
π               0.0127          0.0081          3.1416594748         0.0000668212         1.6189718891         0.0009379004        
π               0.0991          0.0631          3.1415257327         0.0000669209         1.6190145170         0.0009805282        
π               0.0315          0.0200          3.1416595978         0.0000669442         1.6189718499         0.0009378611        
π               0.0502          0.0320          3.1416596290         0.0000669754         1.6189718399         0.0009378512        
π               0.0690          0.0439          3.1416596433         0.0000669897         1.6189718354         0.0009378467        
π               0.0721          0.0459          3.1415256636         0.0000669900         1.6190145390         0.0009805502        
π               0.0877          0.0558          3.1416596514         0.0000669979         1.6189718328         0.0009378441        
π               0.0452          0.0288          3.1415255122         0.0000671414         1.6190145873         0.0009805985        
π               0.0822          0.0524          3.1415254723         0.0000671813         1.6190146000         0.0009806112        
π               0.0915          0.0582          3.1416599406         0.0000672870         1.6189717407         0.0009377519        
π               0.0923          0.0588          3.1415253228         0.0000673308         1.6190146476         0.0009806589        
π               0.0727          0.0463          3.1416600073         0.0000673538         1.6189717194         0.0009377306        
π               0.0553          0.0352          3.1415252551         0.0000673985         1.6190146692         0.0009806804        
π               0.0540          0.0344          3.1416601205         0.0000674669         1.6189716833         0.0009376946        
π               0.0952          0.0606          3.1416602068         0.0000675532         1.6189716558         0.0009376670        
π               0.0654          0.0416          3.1415250775         0.0000675761         1.6190147258         0.0009807371        
π               0.0765          0.0487          3.1416603355         0.0000676819         1.6189716148         0.0009376260        
π               0.0353          0.0224          3.1416603538         0.0000677002         1.6189716089         0.0009376202        
π               0.0755          0.0480          3.1415249474         0.0000677061         1.6190147673         0.0009807785        
π               0.0182          0.0116          3.1415249115         0.0000677421         1.6190147787         0.0009807900        
π               0.0990          0.0630          3.1416604528         0.0000677992         1.6189715774         0.0009375887        
π               0.0856          0.0545          3.1415248481         0.0000678055         1.6190147989         0.0009808102        
π               0.0957          0.0609          3.1415247697         0.0000678839         1.6190148239         0.0009808352        
π               0.0578          0.0368          3.1416605477         0.0000678941         1.6189715471         0.0009375584        
π               0.0803          0.0511          3.1416606329         0.0000679793         1.6189715200         0.0009375313        
π               0.0283          0.0180          3.1415246238         0.0000680297         1.6190148704         0.0009808817        
π               0.0384          0.0244          3.1415244875         0.0000681660         1.6190149139         0.0009809251        
π               0.0485          0.0309          3.1415244080         0.0000682456         1.6190149392         0.0009809504        
π               0.0840          0.0535          3.1416609035         0.0000682499         1.6189714337         0.0009374450        
π               0.0615          0.0392          3.1416609226         0.0000682690         1.6189714277         0.0009374389        
π               0.0586          0.0373          3.1415243559         0.0000682977         1.6190149558         0.0009809671        
π               0.0390          0.0248          3.1416609637         0.0000683101         1.6189714146         0.0009374258        
π               0.0687          0.0437          3.1415243191         0.0000683345         1.6190149675         0.0009809788        
π               0.0788          0.0502          3.1415242918         0.0000683618         1.6190149763         0.0009809875        
π               0.0889          0.0566          3.1415242706         0.0000683829         1.6190149830         0.0009809942        
π               0.0990          0.0630          3.1415242538         0.0000683998         1.6190149884         0.0009809996        
π               0.0165          0.0105          3.1416611169         0.0000684633         1.6189713657         0.0009373770        
π               0.0878          0.0559          3.1416611510         0.0000684974         1.6189713549         0.0009373661        
π               0.0653          0.0416          3.1416612542         0.0000686007         1.6189713220         0.0009373332        
π               0.0916          0.0583          3.1416613780         0.0000687244         1.6189712825         0.0009372938        
π               0.0428          0.0272          3.1416614662         0.0000688126         1.6189712544         0.0009372657        
π               0.0691          0.0440          3.1416615497         0.0000688961         1.6189712278         0.0009372391        
π               0.0922          0.0587          3.1415237349         0.0000689187         1.6190151538         0.0009811650        
π               0.0954          0.0607          3.1416615871         0.0000689335         1.6189712159         0.0009372271        
π               0.0821          0.0523          3.1415236893         0.0000689643         1.6190151683         0.0009811795        
π               0.0720          0.0459          3.1415236309         0.0000690227         1.6190151869         0.0009811982        
π               0.0619          0.0394          3.1415235534         0.0000691002         1.6190152116         0.0009812228        
π               0.0991          0.0631          3.1416617803         0.0000691267         1.6189711543         0.0009371655        
π               0.0728          0.0464          3.1416618145         0.0000691609         1.6189711434         0.0009371547        
π               0.0518          0.0330          3.1415234458         0.0000692078         1.6190152459         0.0009812572        
π               0.0466          0.0296          3.1416618873         0.0000692337         1.6189711202         0.0009371315        
π               0.0417          0.0266          3.1415232860         0.0000693676         1.6190152968         0.0009813081        
π               0.0766          0.0488          3.1416620533         0.0000693997         1.6189710673         0.0009370786        
π               0.0956          0.0608          3.1415232365         0.0000694171         1.6190153126         0.0009813239        
π               0.0203          0.0129          3.1416621486         0.0000694950         1.6189710369         0.0009370482        
π               0.0855          0.0544          3.1415231338         0.0000695198         1.6190153454         0.0009813566        
π               0.0503          0.0320          3.1416622452         0.0000695917         1.6189710061         0.0009370174        
π               0.0804          0.0512          3.1416622696         0.0000696161         1.6189709983         0.0009370096        
π               0.0316          0.0201          3.1415230242         0.0000696294         1.6190153803         0.0009813915        
π               0.0754          0.0480          3.1415230035         0.0000696501         1.6190153869         0.0009813981        
π               0.0842          0.0536          3.1416624666         0.0000698130         1.6189709356         0.0009369468        
π               0.0653          0.0415          3.1415228329         0.0000698207         1.6190154413         0.0009814525        
π               0.0989          0.0630          3.1415227717         0.0000698819         1.6190154608         0.0009814720        
π               0.0541          0.0344          3.1416625534         0.0000698998         1.6189709079         0.0009369192        
π               0.0879          0.0560          3.1416626467         0.0000699931         1.6189708782         0.0009368894        
π               0.0888          0.0565          3.1415226199         0.0000700337         1.6190155092         0.0009815204        
π               0.0552          0.0351          3.1415225998         0.0000700538         1.6190155156         0.0009815268        
π               0.0215          0.0137          3.1415225166         0.0000701370         1.6190155421         0.0009815533        
π               0.0917          0.0584          3.1416628120         0.0000701584         1.6189708255         0.0009368367        
π               0.0579          0.0368          3.1416628213         0.0000701677         1.6189708225         0.0009368338        
π               0.0241          0.0153          3.1416628568         0.0000702032         1.6189708112         0.0009368225        
π               0.0787          0.0501          3.1415224292         0.0000702244         1.6190155700         0.0009815812        
π               0.0955          0.0608          3.1416629642         0.0000703107         1.6189707770         0.0009367882        
π               0.0451          0.0287          3.1415222621         0.0000703915         1.6190156232         0.0009816345        
π               0.0616          0.0392          3.1416630565         0.0000704029         1.6189707476         0.0009367588        
π               0.0992          0.0632          3.1416631049         0.0000704513         1.6189707321         0.0009367434        
π               0.0686          0.0437          3.1415221823         0.0000704713         1.6190156487         0.0009816599        
π               0.0921          0.0586          3.1415221432         0.0000705104         1.6190156611         0.0009816724        
π               0.0654          0.0416          3.1416632646         0.0000706110         1.6189706812         0.0009366925        
π               0.0278          0.0177          3.1416633730         0.0000707195         1.6189706467         0.0009366579        
π               0.0820          0.0522          3.1415219015         0.0000707521         1.6190157381         0.0009817494        
π               0.0692          0.0440          3.1416634500         0.0000707964         1.6189706222         0.0009366334        
π               0.0585          0.0372          3.1415218501         0.0000708035         1.6190157545         0.0009817658        
π               0.0350          0.0223          3.1415217294         0.0000709242         1.6190157930         0.0009818043        
π               0.0954          0.0608          3.1415216998         0.0000709538         1.6190158024         0.0009818137        
π               0.0730          0.0464          3.1416636162         0.0000709626         1.6189705692         0.0009365804        
π               0.0719          0.0458          3.1415215919         0.0000710617         1.6190158368         0.0009818481        
π               0.0767          0.0488          3.1416637661         0.0000711125         1.6189705214         0.0009365327        
π               0.0316          0.0201          3.1416637661         0.0000711125         1.6189705214         0.0009365327        
π               0.0853          0.0543          3.1415214150         0.0000712386         1.6190158932         0.0009819045        
π               0.0805          0.0512          3.1416639020         0.0000712484         1.6189704781         0.0009364894        
π               0.0484          0.0308          3.1415213792         0.0000712744         1.6190159046         0.0009819159        
π               0.0988          0.0629          3.1415212862         0.0000713674         1.6190159343         0.0009819455        
π               0.0843          0.0536          3.1416640257         0.0000713721         1.6189704387         0.0009364499        
π               0.0354          0.0225          3.1416640753         0.0000714218         1.6189704228         0.0009364341        
π               0.0618          0.0394          3.1415211812         0.0000714724         1.6190159678         0.0009819790        
π               0.0880          0.0560          3.1416641388         0.0000714852         1.6189704026         0.0009364139        
π               0.0114          0.0073          3.1415211113         0.0000715423         1.6190159900         0.0009820013        
π               0.0918          0.0584          3.1416642426         0.0000715890         1.6189703695         0.0009363808        
π               0.0752          0.0479          3.1415210538         0.0000715997         1.6190160083         0.0009820196        
π               0.0391          0.0249          3.1416643250         0.0000716714         1.6189703433         0.0009363545        
π               0.0956          0.0608          3.1416643382         0.0000716846         1.6189703391         0.0009363503        
π               0.0887          0.0565          3.1415209651         0.0000716885         1.6190160366         0.0009820479        
π               0.0993          0.0632          3.1416644266         0.0000717730         1.6189703109         0.0009363222        
π               0.0429          0.0273          3.1416645308         0.0000718772         1.6189702777         0.0009362889        
π               0.0249          0.0158          3.1415207635         0.0000718900         1.6190161009         0.0009821121        
π               0.0383          0.0244          3.1415206598         0.0000719938         1.6190161339         0.0009821452        
π               0.0517          0.0329          3.1415206099         0.0000720436         1.6190161498         0.0009821611        
π               0.0467          0.0297          3.1416647033         0.0000720497         1.6189702227         0.0009362339        
π               0.0651          0.0415          3.1415205806         0.0000720729         1.6190161592         0.0009821704        
π               0.0786          0.0500          3.1415205614         0.0000720922         1.6190161653         0.0009821766        
π               0.0920          0.0586          3.1415205477         0.0000721059         1.6190161697         0.0009821809        
π               0.0504          0.0321          3.1416648501         0.0000721965         1.6189701759         0.0009361872        
π               0.0542          0.0345          3.1416649764         0.0000723228         1.6189701357         0.0009361469        
π               0.0580          0.0369          3.1416650863         0.0000724327         1.6189701006         0.0009361119        
π               0.0953          0.0607          3.1415201595         0.0000724941         1.6190162934         0.0009823047        
π               0.0618          0.0393          3.1416651828         0.0000725292         1.6189700699         0.0009360811        
π               0.0819          0.0521          3.1415201089         0.0000725447         1.6190163095         0.0009823208        
π               0.0655          0.0417          3.1416652682         0.0000726146         1.6189700427         0.0009360539        
π               0.0685          0.0436          3.1415200385         0.0000726150         1.6190163320         0.0009823432        
π               0.0693          0.0441          3.1416653442         0.0000726907         1.6189700184         0.0009360297        
π               0.0550          0.0350          3.1415199338         0.0000727198         1.6190163654         0.0009823766        
π               0.0731          0.0465          3.1416654125         0.0000727589         1.6189699967         0.0009360079        
π               0.0768          0.0489          3.1416654740         0.0000728204         1.6189699771         0.0009359883        
π               0.0987          0.0628          3.1415197975         0.0000728561         1.6190164088         0.0009824201        
π               0.0806          0.0513          3.1416655298         0.0000728762         1.6189699593         0.0009359705        
π               0.0416          0.0265          3.1415197614         0.0000728922         1.6190164203         0.0009824315        
π               0.0844          0.0537          3.1416655806         0.0000729270         1.6189699431         0.0009359543        
π               0.0852          0.0543          3.1415196919         0.0000729617         1.6190164425         0.0009824537        
π               0.0881          0.0561          3.1416656271         0.0000729735         1.6189699283         0.0009359395        
π               0.0919          0.0585          3.1416656697         0.0000730161         1.6189699147         0.0009359259        
π               0.0957          0.0609          3.1416657090         0.0000730554         1.6189699022         0.0009359134        
π               0.0995          0.0633          3.1416657453         0.0000730917         1.6189698906         0.0009359019        
π               0.0718          0.0457          3.1415195467         0.0000731069         1.6190164887         0.0009825000        
π               0.0282          0.0179          3.1415194248         0.0000732288         1.6190165276         0.0009825389        
π               0.0584          0.0372          3.1415193348         0.0000733188         1.6190165563         0.0009825675        
π               0.0886          0.0564          3.1415193061         0.0000733474         1.6190165654         0.0009825767        
π               0.0751          0.0478          3.1415190985         0.0000735551         1.6190166316         0.0009826429        
π               0.0449          0.0286          3.1415189962         0.0000736574         1.6190166642         0.0009826755        
π               0.0919          0.0585          3.1415189484         0.0000737052         1.6190166794         0.0009826907        
π               0.0617          0.0393          3.1415188004         0.0000738532         1.6190167266         0.0009827379        
π               0.0785          0.0500          3.1415186883         0.0000739653         1.6190167623         0.0009827736        
π               0.0952          0.0606          3.1415186157         0.0000740379         1.6190167855         0.0009827968        
π               0.0148          0.0094          3.1415184751         0.0000741785         1.6190168303         0.0009828416        
π               0.0315          0.0201          3.1415183690         0.0000742846         1.6190168641         0.0009828754        
π               0.0483          0.0307          3.1415183365         0.0000743171         1.6190168745         0.0009828857        
π               0.0650          0.0414          3.1415183208         0.0000743328         1.6190168795         0.0009828907        
π               0.0818          0.0521          3.1415183115         0.0000743421         1.6190168824         0.0009828937        
π               0.0986          0.0627          3.1415183054         0.0000743482         1.6190168844         0.0009828956        
π               0.0996          0.0634          3.1416670611         0.0000744075         1.6189694712         0.0009354825        
π               0.0958          0.0610          3.1416670766         0.0000744230         1.6189694663         0.0009354775        
π               0.0920          0.0586          3.1416670934         0.0000744398         1.6189694609         0.0009354722        
π               0.0883          0.0562          3.1416671117         0.0000744581         1.6189694551         0.0009354664        
π               0.0845          0.0538          3.1416671315         0.0000744779         1.6189694488         0.0009354600        
π               0.0807          0.0514          3.1416671532         0.0000744996         1.6189694419         0.0009354531        
π               0.0769          0.0490          3.1416671771         0.0000745235         1.6189694343         0.0009354455        
π               0.0732          0.0466          3.1416672034         0.0000745498         1.6189694259         0.0009354371        
π               0.0694          0.0442          3.1416672325         0.0000745789         1.6189694166         0.0009354279        
π               0.0656          0.0418          3.1416672650         0.0000746114         1.6189694062         0.0009354175        
π               0.0619          0.0394          3.1416673015         0.0000746479         1.6189693946         0.0009354059        
π               0.0581          0.0370          3.1416673427         0.0000746891         1.6189693815         0.0009353927        
π               0.0851          0.0542          3.1415179642         0.0000746894         1.6190169931         0.0009830044        
π               0.0543          0.0346          3.1416673896         0.0000747360         1.6189693665         0.0009353778        
π               0.0684          0.0435          3.1415178879         0.0000747657         1.6190170175         0.0009830287        
π               0.0506          0.0322          3.1416674435         0.0000747899         1.6189693494         0.0009353606        
π               0.0468          0.0298          3.1416675061         0.0000748525         1.6189693294         0.0009353407        
π               0.0516          0.0329          3.1415177620         0.0000748916         1.6190170576         0.0009830689        
π               0.0430          0.0274          3.1416675797         0.0000749261         1.6189693060         0.0009353172        
π               0.0885          0.0563          3.1415176431         0.0000750105         1.6190170955         0.0009831068        
π               0.0392          0.0250          3.1416676674         0.0000750138         1.6189692780         0.0009352892        
π               0.0355          0.0226          3.1416677738         0.0000751202         1.6189692441         0.0009352553        
π               0.0348          0.0222          3.1415175150         0.0000751386         1.6190171363         0.0009831476        
π               0.0717          0.0456          3.1415174952         0.0000751584         1.6190171426         0.0009831539        
π               0.0317          0.0202          3.1416679055         0.0000752519         1.6189692021         0.0009352134        
π               0.0918          0.0584          3.1415173452         0.0000753083         1.6190171905         0.0009832017        
π               0.0549          0.0350          3.1415172572         0.0000753964         1.6190172185         0.0009832298        
π               0.0279          0.0178          3.1416680727         0.0000754191         1.6189691488         0.0009351601        
π               0.0750          0.0478          3.1415171374         0.0000755162         1.6190172567         0.0009832679        
π               0.0951          0.0606          3.1415170683         0.0000755853         1.6190172787         0.0009832900        
π               0.0242          0.0154          3.1416682920         0.0000756385         1.6189690789         0.0009350902        
π               0.0997          0.0635          3.1416683740         0.0000757204         1.6189690528         0.0009350640        
π               0.0959          0.0611          3.1416684411         0.0000757875         1.6189690314         0.0009350427        
π               0.0583          0.0371          3.1415168100         0.0000758436         1.6190173611         0.0009833723        
π               0.0382          0.0243          3.1415168100         0.0000758436         1.6190173611         0.0009833723        
π               0.0181          0.0115          3.1415168100         0.0000758436         1.6190173611         0.0009833723        
π               0.0784          0.0499          3.1415168100         0.0000758436         1.6190173611         0.0009833723        
π               0.0984          0.0627          3.1415168100         0.0000758436         1.6190173611         0.0009833723        
π               0.0921          0.0587          3.1416685138         0.0000758602         1.6189690083         0.0009350195        
π               0.0884          0.0563          3.1416685926         0.0000759390         1.6189689831         0.0009349944        
π               0.0204          0.0130          3.1416685926         0.0000759390         1.6189689831         0.0009349944        
π               0.0846          0.0539          3.1416686784         0.0000760248         1.6189689558         0.0009349670        
π               0.0808          0.0515          3.1416687722         0.0000761186         1.6189689259         0.0009349371        
π               0.0817          0.0520          3.1415165093         0.0000761443         1.6190174569         0.0009834682        
π               0.0771          0.0491          3.1416688753         0.0000762217         1.6189688930         0.0009349043        
π               0.0616          0.0392          3.1415164112         0.0000762424         1.6190174882         0.0009834994        
π               0.0733          0.0467          3.1416689889         0.0000763353         1.6189688568         0.0009348681        
π               0.0166          0.0106          3.1416690294         0.0000763758         1.6189688439         0.0009348552        
π               0.0850          0.0541          3.1415162321         0.0000764214         1.6190175453         0.0009835565        
π               0.0415          0.0264          3.1415162182         0.0000764354         1.6190175497         0.0009835610        
π               0.0695          0.0443          3.1416691148         0.0000764612         1.6189688167         0.0009348279        
π               0.0649          0.0413          3.1415160533         0.0000766003         1.6190176023         0.0009836135        
π               0.0657          0.0419          3.1416692552         0.0000766016         1.6189687719         0.0009347832        
π               0.0883          0.0562          3.1415159759         0.0000766777         1.6190176269         0.0009836382        
π               0.0620          0.0395          3.1416694127         0.0000767591         1.6189687218         0.0009347330        
π               0.0917          0.0584          3.1415157382         0.0000769153         1.6190177027         0.0009837139        
π               0.0683          0.0435          3.1415157304         0.0000769232         1.6190177052         0.0009837164        
π               0.0582          0.0371          3.1416695906         0.0000769370         1.6189686651         0.0009346763        
π               0.0448          0.0285          3.1415157142         0.0000769394         1.6190177103         0.0009837216        
π               0.0214          0.0136          3.1415156628         0.0000769908         1.6190177267         0.0009837380        
π               0.0998          0.0635          3.1416696840         0.0000770305         1.6189686353         0.0009346465        
π               0.0129          0.0082          3.1416697225         0.0000770689         1.6189686230         0.0009346343        
π               0.0950          0.0605          3.1415155173         0.0000771363         1.6190177731         0.0009837844        
π               0.0544          0.0347          3.1416697931         0.0000771395         1.6189686005         0.0009346118        
π               0.0960          0.0611          3.1416698025         0.0000771489         1.6189685975         0.0009346088        
π               0.0716          0.0456          3.1415154374         0.0000772161         1.6190177986         0.0009838098        
π               0.0922          0.0587          3.1416699307         0.0000772771         1.6189685567         0.0009345679        
π               0.0983          0.0626          3.1415153113         0.0000773423         1.6190178388         0.0009838500        
π               0.0507          0.0323          3.1416700257         0.0000773721         1.6189685264         0.0009345376        
π               0.0482          0.0307          3.1415152800         0.0000773736         1.6190178488         0.0009838600        
π               0.0885          0.0563          3.1416700698         0.0000774162         1.6189685123         0.0009345236        
π               0.0749          0.0477          3.1415151706         0.0000774830         1.6190178836         0.0009838949        
π               0.0847          0.0539          3.1416702212         0.0000775677         1.6189684641         0.0009344753        
π               0.0469          0.0299          3.1416702958         0.0000776422         1.6189684403         0.0009344515        
π               0.0782          0.0498          3.1415149264         0.0000777272         1.6190179615         0.0009839727        
π               0.0809          0.0515          3.1416703868         0.0000777332         1.6189684113         0.0009344225        
π               0.0515          0.0328          3.1415149019         0.0000777517         1.6190179693         0.0009839805        
π               0.0247          0.0158          3.1415148245         0.0000778291         1.6190179940         0.0009840052        
π               0.0772          0.0491          3.1416705686         0.0000779150         1.6189683534         0.0009343646        
π               0.0816          0.0519          3.1415147022         0.0000779514         1.6190180329         0.0009840442        
π               0.0431          0.0275          3.1416706131         0.0000779595         1.6189683392         0.0009343504        
π               0.0548          0.0349          3.1415145698         0.0000780838         1.6190180751         0.0009840864        
π               0.0734          0.0467          3.1416707690         0.0000781154         1.6189682895         0.0009343007        
π               0.0849          0.0541          3.1415144956         0.0000781580         1.6190180988         0.0009841100        
π               0.0999          0.0636          3.1416709912         0.0000783376         1.6189682187         0.0009342299        
π               0.0091          0.0058          3.1416709912         0.0000783376         1.6189682187         0.0009342299        
π               0.0696          0.0443          3.1416709912         0.0000783376         1.6189682187         0.0009342299        
π               0.0394          0.0251          3.1416709912         0.0000783376         1.6189682187         0.0009342299        
π               0.0882          0.0562          3.1415143045         0.0000783491         1.6190181597         0.0009841709        
π               0.0582          0.0370          3.1415142757         0.0000783779         1.6190181689         0.0009841801        
π               0.0281          0.0179          3.1415141850         0.0000784686         1.6190181978         0.0009842090        
π               0.0961          0.0612          3.1416711608         0.0000785072         1.6189681646         0.0009341759        
π               0.0916          0.0583          3.1415141274         0.0000785262         1.6190182161         0.0009842274        
π               0.0659          0.0419          3.1416712388         0.0000785852         1.6189681398         0.0009341510        
π               0.0615          0.0391          3.1415140134         0.0000786402         1.6190182525         0.0009842637        
π               0.0924          0.0588          3.1416713443         0.0000786907         1.6189681061         0.0009341174        
π               0.0949          0.0604          3.1415139627         0.0000786909         1.6190182686         0.0009842799        
π               0.0356          0.0227          3.1416714494         0.0000787958         1.6189680726         0.0009340839        
π               0.0982          0.0625          3.1415138092         0.0000788444         1.6190183176         0.0009843288        
π               0.0621          0.0395          3.1416715164         0.0000788628         1.6189680513         0.0009340625        
π               0.0648          0.0413          3.1415137781         0.0000788754         1.6190183275         0.0009843387        
π               0.0886          0.0564          3.1416715433         0.0000788897         1.6189680427         0.0009340539        
π               0.0314          0.0200          3.1415136812         0.0000789724         1.6190183584         0.0009843696        
π               0.0681          0.0434          3.1415135658         0.0000790877         1.6190183951         0.0009844064        
π               0.0848          0.0540          3.1416717601         0.0000791065         1.6189679736         0.0009339849        
π               0.0583          0.0371          3.1416718300         0.0000791764         1.6189679513         0.0009339626        
π               0.0715          0.0455          3.1415133733         0.0000792803         1.6190184565         0.0009844678        
π               0.0810          0.0516          3.1416719971         0.0000793435         1.6189678981         0.0009339093        
π               0.0318          0.0203          3.1416720162         0.0000793626         1.6189678920         0.0009339032        
π               0.0347          0.0221          3.1415132739         0.0000793797         1.6190184882         0.0009844994        
π               0.0748          0.0476          3.1415131980         0.0000794556         1.6190185124         0.0009845237        
π               0.0545          0.0347          3.1416721869         0.0000795333         1.6189678376         0.0009338488        
π               0.0773          0.0492          3.1416722571         0.0000796035         1.6189678152         0.0009338264        
π               0.0781          0.0497          3.1415130375         0.0000796161         1.6190185635         0.0009845748        
π               0.0381          0.0242          3.1415129380         0.0000797156         1.6190185953         0.0009846065        
π               0.0815          0.0519          3.1415128902         0.0000797634         1.6190186105         0.0009846217        
π               0.0962          0.0613          3.1416725160         0.0000798624         1.6189677327         0.0009337440        
π               0.0735          0.0468          3.1416725439         0.0000798903         1.6189677238         0.0009337351        
π               0.0848          0.0540          3.1415127545         0.0000798991         1.6190186538         0.0009846650        
π               0.0508          0.0323          3.1416725968         0.0000799432         1.6189677069         0.0009337182        
π               0.0414          0.0264          3.1415126561         0.0000799975         1.6190186851         0.0009846964        
π               0.0881          0.0561          3.1415126290         0.0000800246         1.6190186938         0.0009847050        
π               0.0280          0.0179          3.1416727354         0.0000800818         1.6189676628         0.0009336740        
π               0.0925          0.0589          3.1416727545         0.0000801009         1.6189676567         0.0009336679        
π               0.0915          0.0582          3.1415125127         0.0000801409         1.6190187308         0.0009847421        
π               0.0697          0.0444          3.1416728616         0.0000802080         1.6189676225         0.0009336338        
π               0.0447          0.0285          3.1415124161         0.0000802374         1.6190187616         0.0009847729        
π               0.0948          0.0603          3.1415124045         0.0000802491         1.6190187653         0.0009847766        
π               0.0981          0.0625          3.1415123037         0.0000803499         1.6190187975         0.0009848087        
π               0.0887          0.0565          3.1416730132         0.0000803596         1.6189675742         0.0009335855        
π               0.0470          0.0299          3.1416730724         0.0000804188         1.6189675554         0.0009335666        
π               0.0481          0.0306          3.1415122095         0.0000804441         1.6190188275         0.0009848387        
π               0.0660          0.0420          3.1416732157         0.0000805621         1.6189675097         0.0009335209        
π               0.0514          0.0327          3.1415120296         0.0000806240         1.6190188848         0.0009848961        
π               0.0849          0.0541          3.1416732950         0.0000806414         1.6189674844         0.0009334957        
π               0.0547          0.0348          3.1415118716         0.0000807820         1.6190189352         0.0009849464        
π               0.0580          0.0370          3.1415117318         0.0000809218         1.6190189798         0.0009849910        
π               0.0812          0.0517          3.1416736029         0.0000809493         1.6189673863         0.0009333975        
π               0.0622          0.0396          3.1416736127         0.0000809591         1.6189673832         0.0009333944        
π               0.0432          0.0275          3.1416736310         0.0000809775         1.6189673773         0.0009333886        
π               0.0243          0.0155          3.1416736781         0.0000810245         1.6189673623         0.0009333736        
π               0.0614          0.0391          3.1415116071         0.0000810465         1.6190190195         0.0009850307        
π               0.0647          0.0412          3.1415114952         0.0000811584         1.6190190551         0.0009850664        
π               0.0963          0.0613          3.1416738680         0.0000812144         1.6189673018         0.0009333130        
π               0.0680          0.0433          3.1415113943         0.0000812593         1.6190190873         0.0009850986        
π               0.0774          0.0493          3.1416739408         0.0000812873         1.6189672786         0.0009332898        
π               0.0714          0.0454          3.1415113029         0.0000813507         1.6190191165         0.0009851277        
π               0.0053          0.0034          3.1416740609         0.0000814073         1.6189672403         0.0009332516        
π               0.0584          0.0372          3.1416740609         0.0000814073         1.6189672403         0.0009332516        
π               0.0747          0.0476          3.1415112195         0.0000814341         1.6190191430         0.0009851543        
π               0.0926          0.0589          3.1416741613         0.0000815077         1.6189672083         0.0009332196        
π               0.0780          0.0497          3.1415111433         0.0000815103         1.6190191673         0.0009851786        
π               0.0814          0.0518          3.1415110734         0.0000815802         1.6190191896         0.0009852009        
π               0.0395          0.0251          3.1416742964         0.0000816428         1.6189671653         0.0009331765        
π               0.0847          0.0539          3.1415110089         0.0000816447         1.6190192102         0.0009852214        
π               0.0736          0.0469          3.1416743134         0.0000816598         1.6189671598         0.0009331711        
π               0.0880          0.0560          3.1415109493         0.0000817043         1.6190192292         0.0009852404        
π               0.0913          0.0582          3.1415108941         0.0000817595         1.6190192468         0.0009852580        
π               0.0947          0.0603          3.1415108427         0.0000818109         1.6190192631         0.0009852744        
π               0.0888          0.0565          3.1416744795         0.0000818259         1.6189671069         0.0009331182        
π               0.0980          0.0624          3.1415107948         0.0000818588         1.6190192784         0.0009852897        
π               0.0547          0.0348          3.1416745710         0.0000819174         1.6189670777         0.0009330890        
π               0.0698          0.0445          3.1416747262         0.0000820726         1.6189670283         0.0009330395        
π               0.0850          0.0541          3.1416748259         0.0000821723         1.6189669965         0.0009330078        
π               0.0205          0.0131          3.1416749674         0.0000823138         1.6189669514         0.0009329626        
π               0.0357          0.0227          3.1416751023         0.0000824487         1.6189669084         0.0009329196        
π               0.0509          0.0324          3.1416751567         0.0000825031         1.6189668911         0.0009329023        
π               0.0661          0.0421          3.1416751860         0.0000825324         1.6189668817         0.0009328930        
π               0.0813          0.0517          3.1416752044         0.0000825508         1.6189668759         0.0009328871        
π               0.0965          0.0614          3.1416752170         0.0000825634         1.6189668718         0.0009328831        
π               0.0927          0.0590          3.1416755648         0.0000829112         1.6189667610         0.0009327722        
π               0.0775          0.0493          3.1416756198         0.0000829662         1.6189667435         0.0009327547        
π               0.0623          0.0397          3.1416757016         0.0000830480         1.6189667174         0.0009327287        
π               0.0471          0.0300          3.1416758361         0.0000831825         1.6189666745         0.0009326858        
