


Constant Name   Base Length     Height          Calculated Pi        Pi Difference        Calculated GR        GR Difference       
π               0.0863          0.0549          3.1417960714         0.0002034178         1.6189283559         0.0008943671        
π               0.0654          0.0417          3.1413891623         0.0002034913         1.6190580507         0.0010240620        
π               0.0715          0.0455          3.1413890780         0.0002035756         1.6190580776         0.0010240889        
π               0.0609          0.0388          3.1417962404         0.0002035868         1.6189283020         0.0008943133        
π               0.0776          0.0494          3.1413890069         0.0002036467         1.6190581003         0.0010241115        
π               0.0821          0.0523          3.1417963293         0.0002036757         1.6189282737         0.0008942850        
π               0.0838          0.0533          3.1413889462         0.0002037074         1.6190581196         0.0010241309        
π               0.0899          0.0572          3.1413888937         0.0002037598         1.6190581364         0.0010241476        
π               0.0960          0.0611          3.1413888480         0.0002038056         1.6190581509         0.0010241622        
π               0.0990          0.0630          3.1417966086         0.0002039550         1.6189281847         0.0008941960        
π               0.0779          0.0496          3.1417966150         0.0002039614         1.6189281827         0.0008941939        
π               0.0567          0.0361          3.1417966261         0.0002039725         1.6189281791         0.0008941904        
π               0.0356          0.0226          3.1417966506         0.0002039970         1.6189281713         0.0008941826        
π               0.0144          0.0092          3.1417967471         0.0002040935         1.6189281406         0.0008941518        
π               0.0948          0.0604          3.1417968556         0.0002042020         1.6189281060         0.0008941172        
π               0.0737          0.0469          3.1417969333         0.0002042797         1.6189280812         0.0008940925        
π               0.0525          0.0334          3.1417970737         0.0002044201         1.6189280365         0.0008940477        
π               0.0906          0.0577          3.1417971256         0.0002044720         1.6189280199         0.0008940312        
π               0.0695          0.0442          3.1417972903         0.0002046367         1.6189279675         0.0008939787        
π               0.0990          0.0630          3.1413880116         0.0002046420         1.6190584176         0.0010244288        
π               0.0929          0.0591          3.1413880009         0.0002046527         1.6190584210         0.0010244322        
π               0.0868          0.0552          3.1413879886         0.0002046650         1.6190584249         0.0010244361        
π               0.0806          0.0513          3.1413879745         0.0002046791         1.6190584294         0.0010244406        
π               0.0745          0.0475          3.1413879581         0.0002046955         1.6190584346         0.0010244459        
π               0.0684          0.0436          3.1413879388         0.0002047148         1.6190584408         0.0010244520        
π               0.0623          0.0397          3.1413879156         0.0002047380         1.6190584482         0.0010244594        
π               0.0313          0.0200          3.1417974036         0.0002047500         1.6189279313         0.0008939426        
π               0.0562          0.0358          3.1413878874         0.0002047662         1.6190584572         0.0010244684        
π               0.0864          0.0550          3.1417974219         0.0002047683         1.6189279255         0.0008939368        
π               0.0501          0.0319          3.1413878524         0.0002048012         1.6190584683         0.0010244796        
π               0.0440          0.0280          3.1413878076         0.0002048460         1.6190584826         0.0010244939        
π               0.0379          0.0241          3.1413877483         0.0002049053         1.6190585015         0.0010245127        
π               0.0483          0.0307          3.1417975993         0.0002049457         1.6189278690         0.0008938802        
π               0.0318          0.0202          3.1413876663         0.0002049873         1.6190585276         0.0010245389        
π               0.0652          0.0415          3.1417976933         0.0002050397         1.6189278390         0.0008938503        
π               0.0822          0.0523          3.1417977485         0.0002050949         1.6189278214         0.0008938327        
π               0.0257          0.0163          3.1413875452         0.0002051084         1.6190585663         0.0010245775        
π               0.0991          0.0631          3.1417977849         0.0002051313         1.6189278098         0.0008938211        
π               0.0195          0.0124          3.1413873483         0.0002053053         1.6190586290         0.0010246403        
π               0.0949          0.0604          3.1417980838         0.0002054302         1.6189277146         0.0008937258        
π               0.0780          0.0496          3.1417981104         0.0002054568         1.6189277061         0.0008937173        
π               0.0959          0.0610          3.1413871639         0.0002054897         1.6190586878         0.0010246990        
π               0.0610          0.0389          3.1417981519         0.0002054983         1.6189276929         0.0008937041        
π               0.0898          0.0571          3.1413870951         0.0002055585         1.6190587097         0.0010247210        
π               0.0441          0.0281          3.1417982253         0.0002055717         1.6189276695         0.0008936807        
π               0.0836          0.0533          3.1413870162         0.0002056374         1.6190587349         0.0010247461        
π               0.0134          0.0086          3.1413869723         0.0002056813         1.6190587489         0.0010247601        
π               0.0775          0.0494          3.1413869249         0.0002057287         1.6190587640         0.0010247752        
π               0.0271          0.0173          3.1417983904         0.0002057368         1.6189276169         0.0008936281        
π               0.0907          0.0578          3.1417984104         0.0002057568         1.6189276105         0.0008936217        
π               0.0714          0.0455          3.1413868180         0.0002058356         1.6190587981         0.0010248093        
π               0.0738          0.0470          3.1417985137         0.0002058601         1.6189275776         0.0008935888        
π               0.0653          0.0416          3.1413866910         0.0002059626         1.6190588385         0.0010248498        
π               0.0568          0.0362          3.1417986785         0.0002060249         1.6189275251         0.0008935363        
π               0.0865          0.0551          3.1417987689         0.0002061153         1.6189274963         0.0008935075        
π               0.0592          0.0377          3.1413865379         0.0002061157         1.6190588874         0.0010248986        
π               0.0989          0.0629          3.1413863777         0.0002062759         1.6190589384         0.0010249497        
π               0.0531          0.0338          3.1413863495         0.0002063041         1.6190589474         0.0010249587        
π               0.0993          0.0632          3.1417989585         0.0002063050         1.6189274358         0.0008934471        
π               0.0696          0.0443          3.1417989657         0.0002063121         1.6189274335         0.0008934448        
π               0.0399          0.0254          3.1417989835         0.0002063299         1.6189274279         0.0008934391        
π               0.0928          0.0591          3.1413862593         0.0002063943         1.6190589762         0.0010249874        
π               0.0102          0.0065          3.1417991051         0.0002064515         1.6189273891         0.0008934004        
π               0.0823          0.0524          3.1417991640         0.0002065104         1.6189273703         0.0008933816        
π               0.0866          0.0552          3.1413861243         0.0002065293         1.6190590192         0.0010250305        
π               0.0470          0.0299          3.1413861121         0.0002065415         1.6190590231         0.0010250343        
π               0.0526          0.0335          3.1417992894         0.0002066358         1.6189273304         0.0008933416        
π               0.0950          0.0605          3.1417993091         0.0002066555         1.6189273241         0.0008933353        
π               0.0073          0.0047          3.1413859687         0.0002066849         1.6190590688         0.0010250801        
π               0.0805          0.0513          3.1413859687         0.0002066849         1.6190590688         0.0010250801        
π               0.0654          0.0416          3.1417994760         0.0002068224         1.6189272709         0.0008932822        
π               0.0409          0.0260          3.1413858038         0.0002068498         1.6190591214         0.0010251326        
π               0.0744          0.0474          3.1413857876         0.0002068660         1.6190591266         0.0010251378        
π               0.0781          0.0497          3.1417996017         0.0002069481         1.6189272308         0.0008932421        
π               0.0908          0.0578          3.1417996922         0.0002070386         1.6189272020         0.0008932133        
π               0.0683          0.0435          3.1413855740         0.0002070796         1.6190591946         0.0010252059        
π               0.0229          0.0146          3.1417997396         0.0002070860         1.6189271869         0.0008931982        
π               0.0958          0.0610          3.1413854760         0.0002071776         1.6190592259         0.0010252371        
π               0.0348          0.0221          3.1413853870         0.0002072666         1.6190592542         0.0010252655        
π               0.0357          0.0227          3.1417999207         0.0002072671         1.6189271292         0.0008931404        
π               0.0622          0.0396          3.1413853186         0.0002073350         1.6190592761         0.0010252873        
π               0.0484          0.0308          3.1418000065         0.0002073529         1.6189271018         0.0008931131        
π               0.0896          0.0571          3.1413852920         0.0002073616         1.6190592845         0.0010252958        
π               0.0611          0.0389          3.1418000565         0.0002074029         1.6189270859         0.0008930971        
π               0.0739          0.0470          3.1418000893         0.0002074357         1.6189270755         0.0008930867        
π               0.0866          0.0551          3.1418001124         0.0002074588         1.6189270681         0.0008930793        
π               0.0994          0.0633          3.1418001296         0.0002074761         1.6189270626         0.0008930738        
π               0.0835          0.0532          3.1413850811         0.0002075725         1.6190593517         0.0010253630        
π               0.0561          0.0357          3.1413850074         0.0002076462         1.6190593752         0.0010253865        
π               0.0774          0.0493          3.1413848370         0.0002078166         1.6190594296         0.0010254408        
π               0.0287          0.0182          3.1413847925         0.0002078611         1.6190594438         0.0010254550        
π               0.0952          0.0606          3.1418005316         0.0002078780         1.6189269345         0.0008929457        
π               0.0988          0.0629          3.1413847402         0.0002079134         1.6190594604         0.0010254717        
π               0.0824          0.0525          3.1418005757         0.0002079221         1.6189269205         0.0008929317        
π               0.0697          0.0444          3.1418006358         0.0002079822         1.6189269013         0.0008929125        
π               0.0500          0.0318          3.1413846202         0.0002080334         1.6190594987         0.0010255099        
π               0.0569          0.0362          3.1418007229         0.0002080693         1.6189268735         0.0008928848        
π               0.0713          0.0454          3.1413845510         0.0002081026         1.6190595207         0.0010255320        
π               0.0926          0.0590          3.1413845137         0.0002081399         1.6190595326         0.0010255439        
π               0.0442          0.0281          3.1418008603         0.0002082067         1.6189268298         0.0008928410        
π               0.0909          0.0579          3.1418009708         0.0002083172         1.6189267945         0.0008928058        
π               0.0865          0.0551          3.1413842551         0.0002083984         1.6190596151         0.0010256263        
π               0.0782          0.0498          3.1418010888         0.0002084352         1.6189267569         0.0008927682        
π               0.0652          0.0415          3.1413842114         0.0002084422         1.6190596290         0.0010256402        
π               0.0315          0.0200          3.1418011088         0.0002084552         1.6189267505         0.0008927618        
π               0.0439          0.0279          3.1413841252         0.0002085284         1.6190596565         0.0010256677        
π               0.0655          0.0417          3.1418012527         0.0002085991         1.6189267047         0.0008927160        
π               0.0995          0.0633          3.1418012981         0.0002086446         1.6189266902         0.0008927015        
π               0.0804          0.0512          3.1413839573         0.0002086962         1.6190597100         0.0010257212        
π               0.0225          0.0144          3.1413838757         0.0002087779         1.6190597360         0.0010257473        
π               0.0867          0.0552          3.1418014526         0.0002087990         1.6189266410         0.0008926522        
π               0.0527          0.0336          3.1418014958         0.0002088422         1.6189266272         0.0008926385        
π               0.0591          0.0376          3.1413838016         0.0002088520         1.6190597596         0.0010257709        
π               0.0956          0.0609          3.1413837841         0.0002088695         1.6190597652         0.0010257765        
π               0.0740          0.0471          3.1418016603         0.0002090067         1.6189265748         0.0008925861        
π               0.0187          0.0119          3.1418016959         0.0002090423         1.6189265635         0.0008925747        
π               0.0743          0.0473          3.1413836106         0.0002090430         1.6190598205         0.0010258318        
π               0.0953          0.0606          3.1418017513         0.0002090977         1.6189265458         0.0008925571        
π               0.0895          0.0570          3.1413834845         0.0002091691         1.6190598607         0.0010258720        
π               0.0378          0.0240          3.1413834699         0.0002091837         1.6190598654         0.0010258766        
π               0.0400          0.0255          3.1418018938         0.0002092402         1.6189265004         0.0008925116        
π               0.0613          0.0390          3.1418019543         0.0002093007         1.6189264811         0.0008924924        
π               0.0825          0.0525          3.1418019836         0.0002093300         1.6189264718         0.0008924830        
π               0.0530          0.0337          3.1413832973         0.0002093563         1.6190599204         0.0010259317        
π               0.0682          0.0434          3.1413832017         0.0002094519         1.6190599509         0.0010259621        
π               0.0834          0.0531          3.1413831410         0.0002095126         1.6190599702         0.0010259815        
π               0.0986          0.0628          3.1413830990         0.0002095546         1.6190599836         0.0010259949        
π               0.0911          0.0580          3.1418022463         0.0002095927         1.6189263880         0.0008923993        
π               0.0698          0.0444          3.1418023007         0.0002096471         1.6189263707         0.0008923820        
π               0.0485          0.0309          3.1418024028         0.0002097492         1.6189263382         0.0008923494        
π               0.0996          0.0634          3.1418024641         0.0002098105         1.6189263187         0.0008923299        
π               0.0925          0.0589          3.1413827638         0.0002098898         1.6190600905         0.0010261017        
π               0.0773          0.0492          3.1413827431         0.0002099105         1.6190600971         0.0010261083        
π               0.0783          0.0499          3.1418025717         0.0002099181         1.6189262844         0.0008922956        
π               0.0621          0.0395          3.1413827123         0.0002099413         1.6190601069         0.0010261181        
π               0.0469          0.0298          3.1413826614         0.0002099922         1.6190601231         0.0010261344        
π               0.0272          0.0173          3.1418026642         0.0002100106         1.6189262549         0.0008922661        
π               0.0317          0.0202          3.1413825617         0.0002100919         1.6190601549         0.0010261662        
π               0.0570          0.0363          3.1418027595         0.0002101059         1.6189262245         0.0008922358        
π               0.0868          0.0553          3.1418027894         0.0002101358         1.6189262150         0.0008922262        
π               0.0864          0.0550          3.1413823813         0.0002102723         1.6190602124         0.0010262237        
π               0.0954          0.0607          3.1418029682         0.0002103146         1.6189261580         0.0008921693        
π               0.0656          0.0417          3.1418030234         0.0002103698         1.6189261404         0.0008921517        
π               0.0712          0.0453          3.1413822770         0.0002103766         1.6190602456         0.0010262569        
π               0.0164          0.0105          3.1413822770         0.0002103766         1.6190602456         0.0010262569        
π               0.0358          0.0228          3.1418031707         0.0002105171         1.6189260935         0.0008921047        
π               0.0560          0.0356          3.1413821161         0.0002105375         1.6190602969         0.0010263082        
π               0.0955          0.0608          3.1413820884         0.0002105652         1.6190603058         0.0010263170        
π               0.0741          0.0472          3.1418032266         0.0002105730         1.6189260757         0.0008920869        
π               0.0803          0.0511          3.1413819405         0.0002107131         1.6190603529         0.0010263642        
π               0.0826          0.0526          3.1418033878         0.0002107342         1.6189260243         0.0008920355        
π               0.0408          0.0260          3.1413818350         0.0002108186         1.6190603866         0.0010263978        
π               0.0443          0.0282          3.1418034821         0.0002108286         1.6189259942         0.0008920055        
π               0.0912          0.0580          3.1418035188         0.0002108652         1.6189259825         0.0008919938        
π               0.0651          0.0414          3.1413817234         0.0002109302         1.6190604221         0.0010264334        
π               0.0997          0.0635          3.1418036274         0.0002109738         1.6189259479         0.0008919592        
π               0.0894          0.0569          3.1413816726         0.0002109810         1.6190604383         0.0010264496        
π               0.0528          0.0336          3.1418036930         0.0002110394         1.6189259270         0.0008919383        
π               0.0614          0.0391          3.1418038453         0.0002111917         1.6189258785         0.0008918897        
π               0.0985          0.0627          3.1413814541         0.0002111994         1.6190605080         0.0010265192        
π               0.0742          0.0472          3.1413814272         0.0002112264         1.6190605166         0.0010265278        
π               0.0499          0.0318          3.1413813738         0.0002112798         1.6190605336         0.0010265448        
π               0.0699          0.0445          3.1418039604         0.0002113068         1.6189258418         0.0008918531        
π               0.0784          0.0499          3.1418040504         0.0002113968         1.6189258131         0.0008918244        
π               0.0255          0.0163          3.1413812189         0.0002114347         1.6190605830         0.0010265942        
π               0.0833          0.0530          3.1413811957         0.0002114579         1.6190605904         0.0010266016        
π               0.0870          0.0554          3.1418041228         0.0002114692         1.6189257901         0.0008918013        
π               0.0955          0.0608          3.1418041822         0.0002115286         1.6189257711         0.0008917824        
π               0.0590          0.0376          3.1413810551         0.0002115985         1.6190606352         0.0010266464        
π               0.0924          0.0588          3.1413810098         0.0002116438         1.6190606496         0.0010266609        
π               0.0681          0.0434          3.1413808217         0.0002118319         1.6190607096         0.0010267208        
π               0.0347          0.0221          3.1413807171         0.0002119365         1.6190607429         0.0010267542        
π               0.0772          0.0492          3.1413806433         0.0002120103         1.6190607664         0.0010267777        
π               0.0998          0.0635          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0913          0.0581          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0827          0.0527          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0742          0.0472          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0060          0.0038          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0145          0.0092          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0230          0.0147          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0316          0.0201          3.1418047882         0.0002121346         1.6189255780         0.0008915893        
π               0.0657          0.0418          3.1418047882         0.0002121346         1.6189255780         0.0008915892        
π               0.0401          0.0255          3.1418047882         0.0002121346         1.6189255780         0.0008915892        
π               0.0572          0.0364          3.1418047882         0.0002121346         1.6189255780         0.0008915892        
π               0.0486          0.0310          3.1418047882         0.0002121346         1.6189255780         0.0008915892        
π               0.0863          0.0550          3.1413805026         0.0002121510         1.6190608113         0.0010268225        
π               0.0438          0.0279          3.1413804242         0.0002122293         1.6190608363         0.0010268475        
π               0.0954          0.0608          3.1413803888         0.0002122648         1.6190608476         0.0010268588        
π               0.0529          0.0337          3.1413802323         0.0002124213         1.6190608975         0.0010269087        
π               0.0620          0.0395          3.1413800968         0.0002125568         1.6190609407         0.0010269519        
π               0.0711          0.0453          3.1413799960         0.0002126576         1.6190609728         0.0010269840        
π               0.0802          0.0511          3.1413799181         0.0002127355         1.6190609976         0.0010270089        
π               0.0956          0.0609          3.1418053935         0.0002127399         1.6189253851         0.0008913964        
π               0.0893          0.0569          3.1413798561         0.0002127974         1.6190610174         0.0010270286        
π               0.0871          0.0554          3.1418054528         0.0002127992         1.6189253662         0.0008913775        
π               0.0984          0.0627          3.1413798056         0.0002128480         1.6190610335         0.0010270447        
π               0.0785          0.0500          3.1418055250         0.0002128714         1.6189253432         0.0008913545        
π               0.0700          0.0446          3.1418056148         0.0002129612         1.6189253146         0.0008913258        
π               0.0615          0.0391          3.1418057295         0.0002130759         1.6189252780         0.0008912893        
π               0.0529          0.0337          3.1418058811         0.0002132275         1.6189252297         0.0008912410        
π               0.0999          0.0636          3.1418059464         0.0002132929         1.6189252089         0.0008912201        
π               0.0914          0.0582          3.1418060546         0.0002134010         1.6189251744         0.0008911857        
π               0.0923          0.0588          3.1413792517         0.0002134019         1.6190612101         0.0010272213        
π               0.0832          0.0530          3.1413792452         0.0002134083         1.6190612121         0.0010272234        
π               0.0741          0.0472          3.1413792372         0.0002134163         1.6190612147         0.0010272259        
π               0.0650          0.0414          3.1413792270         0.0002134266         1.6190612179         0.0010272292        
π               0.0444          0.0283          3.1418060910         0.0002134375         1.6189251628         0.0008911741        
π               0.0559          0.0356          3.1413792134         0.0002134402         1.6190612223         0.0010272335        
π               0.0468          0.0298          3.1413791945         0.0002134591         1.6190612283         0.0010272395        
π               0.0377          0.0240          3.1413791665         0.0002134871         1.6190612372         0.0010272485        
π               0.0829          0.0527          3.1418061849         0.0002135314         1.6189251329         0.0008911441        
π               0.0285          0.0182          3.1413791206         0.0002135330         1.6190612519         0.0010272631        
π               0.0194          0.0124          3.1413790316         0.0002136220         1.6190612802         0.0010272915        
π               0.0743          0.0473          3.1418063452         0.0002136917         1.6189250818         0.0008910931        
π               0.0359          0.0228          3.1418064008         0.0002137472         1.6189250641         0.0008910754        
π               0.0103          0.0066          3.1413787856         0.0002138680         1.6190613587         0.0010273699        
π               0.0658          0.0419          3.1418065471         0.0002138935         1.6189250175         0.0008910287        
π               0.0957          0.0609          3.1418066020         0.0002139484         1.6189250000         0.0008910112        
π               0.0953          0.0607          3.1413786853         0.0002139683         1.6190613906         0.0010274019        
π               0.0862          0.0549          3.1413786192         0.0002140344         1.6190614117         0.0010274230        
π               0.0771          0.0491          3.1413785375         0.0002141161         1.6190614377         0.0010274490        
π               0.0872          0.0555          3.1418067795         0.0002141259         1.6189249434         0.0008909547        
π               0.0573          0.0365          3.1418068091         0.0002141556         1.6189249340         0.0008909452        
π               0.0680          0.0433          3.1413784340         0.0002142196         1.6190614708         0.0010274820        
π               0.0274          0.0174          3.1418069037         0.0002142501         1.6189249038         0.0008909151        
π               0.0786          0.0501          3.1418069955         0.0002143419         1.6189248746         0.0008908858        
π               0.0589          0.0375          3.1413782983         0.0002143553         1.6190615140         0.0010275252        
π               0.0983          0.0626          3.1413781534         0.0002145002         1.6190615602         0.0010275714        
π               0.0487          0.0310          3.1418071629         0.0002145093         1.6189248212         0.0008908325        
π               0.0498          0.0317          3.1413781131         0.0002145405         1.6190615730         0.0010275843        
π               0.0701          0.0446          3.1418072640         0.0002146104         1.6189247890         0.0008908003        
π               0.0892          0.0568          3.1413780353         0.0002146183         1.6190615979         0.0010276091        
π               0.0915          0.0582          3.1418073179         0.0002146643         1.6189247718         0.0008907831        
π               0.0801          0.0510          3.1413778902         0.0002147634         1.6190616441         0.0010276553        
π               0.0407          0.0259          3.1413778448         0.0002148088         1.6190616586         0.0010276698        
π               0.0830          0.0528          3.1418075780         0.0002149244         1.6189246890         0.0008907002        
π               0.0710          0.0452          3.1413777080         0.0002149456         1.6190617022         0.0010277134        
π               0.0616          0.0392          3.1418076069         0.0002149534         1.6189246797         0.0008906910        
π               0.0402          0.0256          3.1418076668         0.0002150132         1.6189246607         0.0008906719        
π               0.0958          0.0610          3.1418078077         0.0002151541         1.6189246157         0.0008906270        
π               0.0922          0.0587          3.1413774893         0.0002151643         1.6190617719         0.0010277831        
π               0.0619          0.0394          3.1413774720         0.0002151816         1.6190617774         0.0010277887        
π               0.0188          0.0120          3.1418078624         0.0002152089         1.6189245983         0.0008906096        
π               0.0315          0.0201          3.1413774214         0.0002152321         1.6190617935         0.0010278048        
π               0.0744          0.0474          3.1418078977         0.0002152441         1.6189245871         0.0008905983        
π               0.0831          0.0529          3.1413772897         0.0002153639         1.6190618355         0.0010278468        
π               0.0531          0.0338          3.1418080602         0.0002154066         1.6189245353         0.0008905465        
π               0.0873          0.0556          3.1418081028         0.0002154492         1.6189245217         0.0008905330        
π               0.0528          0.0336          3.1413771546         0.0002154990         1.6190618786         0.0010278898        
π               0.0740          0.0471          3.1413770408         0.0002156128         1.6190619149         0.0010279261        
π               0.0659          0.0420          3.1418083002         0.0002156466         1.6189244588         0.0008904701        
π               0.0952          0.0606          3.1413769778         0.0002156758         1.6190619350         0.0010279462        
π               0.0317          0.0202          3.1418084420         0.0002157885         1.6189244136         0.0008904248        
π               0.0788          0.0501          3.1418084618         0.0002158082         1.6189244073         0.0008904185        
π               0.0861          0.0548          3.1413767309         0.0002159226         1.6190620136         0.0010280249        
π               0.0916          0.0583          3.1418085781         0.0002159246         1.6189243702         0.0008903815        
π               0.0649          0.0413          3.1413767221         0.0002159315         1.6190620165         0.0010280277        
π               0.0437          0.0278          3.1413767047         0.0002159489         1.6190620220         0.0010280333        
π               0.0224          0.0143          3.1413766543         0.0002159993         1.6190620381         0.0010280493        
π               0.0445          0.0283          3.1418086871         0.0002160335         1.6189243355         0.0008903468        
π               0.0982          0.0625          3.1413764975         0.0002161561         1.6190620881         0.0010280993        
π               0.0574          0.0365          3.1418088223         0.0002161687         1.6189242924         0.0008903037        
π               0.0770          0.0490          3.1413764257         0.0002162279         1.6190621110         0.0010281222        
π               0.0702          0.0447          3.1418089081         0.0002162545         1.6189242651         0.0008902763        
π               0.0831          0.0529          3.1418089673         0.0002163137         1.6189242462         0.0008902575        
π               0.0558          0.0355          3.1413762993         0.0002163543         1.6190621513         0.0010281625        
π               0.0959          0.0611          3.1418090107         0.0002163571         1.6189242324         0.0008902436        
π               0.0891          0.0567          3.1413762099         0.0002164437         1.6190621798         0.0010281910        
π               0.0679          0.0432          3.1413760385         0.0002166151         1.6190622344         0.0010282456        
π               0.0345          0.0220          3.1413760175         0.0002166361         1.6190622411         0.0010282523        
π               0.0874          0.0556          3.1418094228         0.0002167692         1.6189241010         0.0008901123        
π               0.0745          0.0475          3.1418094455         0.0002167919         1.6189240938         0.0008901051        
π               0.0800          0.0509          3.1413758567         0.0002167969         1.6190622923         0.0010283036        
π               0.0617          0.0393          3.1418094777         0.0002168241         1.6189240835         0.0008900948        
π               0.0488          0.0311          3.1418095269         0.0002168733         1.6189240679         0.0008900791        
π               0.0921          0.0586          3.1413757227         0.0002169308         1.6190623350         0.0010283463        
π               0.0467          0.0297          3.1413757113         0.0002169423         1.6190623387         0.0010283500        
π               0.0360          0.0229          3.1418096111         0.0002169575         1.6189240410         0.0008900523        
π               0.0588          0.0374          3.1413755313         0.0002171223         1.6190623961         0.0010284073        
π               0.0231          0.0147          3.1418097889         0.0002171353         1.6189239844         0.0008899956        
π               0.0917          0.0584          3.1418098354         0.0002171818         1.6189239696         0.0008899808        
π               0.0709          0.0451          3.1413754128         0.0002172408         1.6190624339         0.0010284451        
π               0.0789          0.0502          3.1418099241         0.0002172705         1.6189239413         0.0008899525        
π               0.0830          0.0528          3.1413753289         0.0002173247         1.6190624606         0.0010284719        
π               0.0951          0.0605          3.1413752663         0.0002173872         1.6190624805         0.0010284918        
π               0.0660          0.0420          3.1418100474         0.0002173938         1.6189239020         0.0008899133        
π               0.0960          0.0611          3.1418102109         0.0002175573         1.6189238499         0.0008898612        
π               0.0532          0.0338          3.1418102302         0.0002175766         1.6189238438         0.0008898550        
π               0.0832          0.0530          3.1418103530         0.0002176994         1.6189238046         0.0008898159        
π               0.0103          0.0066          3.1418104106         0.0002177570         1.6189237863         0.0008897975        
π               0.0497          0.0316          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0618          0.0393          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0375          0.0239          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0012          0.0008          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0254          0.0162          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0133          0.0085          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0739          0.0470          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0860          0.0547          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0981          0.0625          3.1413748379         0.0002178157         1.6190626171         0.0010286284        
π               0.0403          0.0257          3.1418105296         0.0002178760         1.6189237483         0.0008897596        
π               0.0703          0.0448          3.1418105470         0.0002178934         1.6189237428         0.0008897540        
π               0.0875          0.0557          3.1418107395         0.0002180859         1.6189236815         0.0008896927        
π               0.0575          0.0366          3.1418108278         0.0002181742         1.6189236533         0.0008896646        
π               0.0890          0.0567          3.1413743800         0.0002182736         1.6190627631         0.0010287743        
π               0.0747          0.0475          3.1418109888         0.0002183352         1.6189236020         0.0008896132        
π               0.0769          0.0489          3.1413743078         0.0002183457         1.6190627861         0.0010287973        
π               0.0918          0.0585          3.1418110896         0.0002184360         1.6189235699         0.0008895811        
π               0.0648          0.0412          3.1413742087         0.0002184449         1.6190628177         0.0010288289        
π               0.0275          0.0175          3.1418111092         0.0002184556         1.6189235636         0.0008895749        
π               0.0527          0.0335          3.1413740640         0.0002185896         1.6190628638         0.0010288751        
π               0.0446          0.0284          3.1418112703         0.0002186167         1.6189235123         0.0008895235        
π               0.0618          0.0393          3.1418113419         0.0002186883         1.6189234895         0.0008895007        
π               0.0920          0.0586          3.1413739519         0.0002187016         1.6190628995         0.0010289108        
π               0.0790          0.0503          3.1418113823         0.0002187287         1.6189234766         0.0008894878        
π               0.0961          0.0612          3.1418114083         0.0002187547         1.6189234683         0.0008894796        
π               0.0405          0.0258          3.1413738329         0.0002188207         1.6190629375         0.0010289488        
π               0.0799          0.0509          3.1413738176         0.0002188360         1.6190629424         0.0010289536        
π               0.0678          0.0431          3.1413736353         0.0002190183         1.6190630005         0.0010290117        
π               0.0833          0.0530          3.1418117350         0.0002190814         1.6189233642         0.0008893755        
π               0.0950          0.0605          3.1413735510         0.0002191026         1.6190630274         0.0010290386        
π               0.0661          0.0421          3.1418117887         0.0002191352         1.6189233471         0.0008893583        
π               0.0490          0.0312          3.1418118802         0.0002192266         1.6189233179         0.0008893292        
π               0.0284          0.0181          3.1413734048         0.0002192488         1.6190630740         0.0010290852        
π               0.0557          0.0354          3.1413733736         0.0002192800         1.6190630839         0.0010290952        
π               0.0829          0.0528          3.1413733629         0.0002192907         1.6190630873         0.0010290986        
π               0.0876          0.0558          3.1418120529         0.0002193993         1.6189232629         0.0008892742        
π               0.0318          0.0202          3.1418120706         0.0002194170         1.6189232573         0.0008892685        
π               0.0980          0.0624          3.1413731745         0.0002194791         1.6190631474         0.0010291586        
π               0.0704          0.0448          3.1418121808         0.0002195272         1.6189232221         0.0008892334        
π               0.0708          0.0451          3.1413731105         0.0002195431         1.6190631678         0.0010291790        
π               0.0435          0.0277          3.1413729663         0.0002196872         1.6190632137         0.0010292250        
π               0.0919          0.0585          3.1418123409         0.0002196873         1.6189231711         0.0008891824        
π               0.0859          0.0547          3.1413729399         0.0002197136         1.6190632222         0.0010292334        
π               0.0533          0.0339          3.1418123913         0.0002197377         1.6189231551         0.0008891663        
π               0.0748          0.0476          3.1418125276         0.0002198740         1.6189231116         0.0008891229        
π               0.0587          0.0373          3.1413727538         0.0002198998         1.6190632815         0.0010292927        
π               0.0963          0.0613          3.1418126030         0.0002199494         1.6189230876         0.0008890988        
π               0.0738          0.0470          3.1413726284         0.0002200252         1.6190633215         0.0010293327        
π               0.0146          0.0093          3.1418127083         0.0002200547         1.6189230540         0.0008890653        
